"1","E843.D37 1984","000010400159","The Kennedys : dynasty and disaster, 1848-1983","2020-11-15T02:50:48.000000Z"
"3","HV9096.U5H56","000028316633","Causes of delinquency","2020-11-15T16:11:54.000000Z"
"2","PS3515.E37Z58264 1989","000016224360","The true gen : an intimate portrait of Ernest Hemingway by those who knew him","2020-11-15T17:05:28.000000Z"
"1","PR4825.J2 1856","000016153646","Contributions to the Edinburgh review","2020-11-15T17:09:00.000000Z"
